target_body_name;launch_date_YYYY-MM-DD;tof_days_d;delta_v_km_s;r1_total_corrected_x_km;r1_total_corrected_y_km;r1_total_corrected_z_km;v1_transfer_x_km_s;v1_transfer_y_km_s;v1_transfer_z_km_s;r2_total_corrected_x_km;r2_total_corrected_y_km;r2_total_corrected_z_km;v2_transfer_x_km_s;v2_transfer_y_km_s;v2_transfer_z_km_s
Mercury;2025-08-14 00:00:00.000;125.0;22.502816416290727;117369279.36209436;-88020658.74081525;-38136239.81267117;15.059023369975533;15.703535809135252;1.7076502479182332;-59406055.97399556;-17920555.103517;4028279.9316559;0.7144713468591455;-53.12276776316846;-13.089545895983289
Mercury;2025-08-14 00:00:00.000;116.88496004998184;23.56630057426344;117369279.36209436;-88020658.74081525;-38136239.81267117;15.059023369975533;15.703535809135252;1.7076502479182332;-59406055.97399556;-17920555.103517;4028279.9316559;0.7144713468591455;-53.12276776316846;-13.089545895983289
Mercury;2025-08-14 00:00:00.000;134.4820003924162;20.25925432172398;117369279.36209436;-88020658.74081525;-38136239.81267117;15.059023369975533;15.703535809135252;1.7076502479182332;-59406055.97399556;-17920555.103517;4028279.9316559;0.7144713468591455;-53.12276776316846;-13.089545895983289
Mercury;2025-08-19 00:00:00.000;120.0;21.709850095979085;124817683.00298695;-78582615.60620618;-34043680.68277898;12.899872431959665;17.478186556120775;2.1153091565491318;-59406055.97399556;-17920555.103517;4028279.9316559;1.423071758020459;-53.358031902512025;-11.933457716703945
Mercury;2025-08-19 00:00:00.000;111.7870026956002;23.34832612841223;124817683.00298695;-78582615.60620618;-34043680.68277898;12.899872431959665;17.478186556120775;2.1153091565491318;-59406055.97399556;-17920555.103517;4028279.9316559;1.423071758020459;-53.358031902512025;-11.933457716703945
Mercury;2025-08-19 00:00:00.000;126.54119106986528;20.169515843578967;124817683.00298695;-78582615.60620618;-34043680.68277898;12.899872431959665;17.478186556120775;2.1153091565491318;-59406055.97399556;-17920555.103517;4028279.9316559;1.423071758020459;-53.358031902512025;-11.933457716703945
Mercury;2025-08-24 00:00:00.000;115.0;21.109235431676545;131361928.13316382;-68569435.38734502;-29704604.985724904;10.489023806259103;19.052646607010704;2.3427695753944286;-59406055.97399556;-17920555.103517;4028279.9316559;2.048079160635736;-53.619383862751626;-10.56412958810568
Mercury;2025-08-24 00:00:00.000;112.72419136971531;21.557707651907663;131361928.13316382;-68569435.38734502;-29704604.985724904;10.489023806259103;19.052646607010704;2.3427695753944286;-59406055.97399556;-17920555.103517;4028279.9316559;2.048079160635736;-53.619383862751626;-10.56412958810568
Mercury;2025-08-24 00:00:00.000;118.247661603876;20.143549067308648;131361928.13316382;-68569435.38734502;-29704604.985724904;10.489023806259103;19.052646607010704;2.3427695753944286;-59406055.97399556;-17920555.103517;4028279.9316559;2.048079160635736;-53.619383862751626;-10.56412958810568
Mercury;2025-08-29 00:00:00.000;110.0;20.78911422696852;136972265.50507942;-58088549.16630216;-25150017.874343306;7.834567875040606;20.397178988496737;2.346307194100011;-59406055.97399556;-17920555.103517;4028279.9316559;2.5776662037375537;-53.91290896895179;-8.901484645139098
Mercury;2025-08-29 00:00:00.000;120.77180821968196;18.8868039591186;136972265.50507942;-58088549.16630216;-25150017.874343306;7.834567875040606;20.397178988496737;2.346307194100011;-59406055.97399556;-17920555.103517;4028279.9316559;2.5776662037375537;-53.91290896895179;-8.901484645139098
Mercury;2025-08-29 00:00:00.000;115.82063042679736;20.46321879629541;136972265.50507942;-58088549.16630216;-25150017.874343306;7.834567875040606;20.397178988496737;2.346307194100011;-59406055.97399556;-17920555.103517;4028279.9316559;2.5776662037375537;-53.91290896895179;-8.901484645139098
Mercury;2025-08-09 00:00:00.000;130.0;23.45897627377324;109085651.77574854;-96837910.65330732;-41954349.81005748;16.951320802752083;13.751809019045735;1.151323468152003;-59406055.97399556;-17920555.103517;4028279.9316559;-0.082304804272784;-52.90926043713132;-14.080095928335249
Mercury;2025-08-09 00:00:00.000;132.464826227273;23.77373578004918;109085651.77574854;-96837910.65330732;-41954349.81005748;16.951320802752083;13.751809019045735;1.151323468152003;-59406055.97399556;-17920555.103517;4028279.9316559;-0.082304804272784;-52.90926043713132;-14.080095928335249
Mercury;2025-08-09 00:00:00.000;141.26292204537955;21.55567088871956;109085651.77574854;-96837910.65330732;-41954349.81005748;16.951320802752083;13.751809019045735;1.151323468152003;-59406055.97399556;-17920555.103517;4028279.9316559;-0.082304804272784;-52.90926043713132;-14.080095928335249
Mercury;2025-08-19 00:00:00.000;120.0;21.708805352646426;124807942.78244887;-78585948.34403172;-34040335.974878944;12.902185858502785;17.47780816040998;2.1145915492923444;-59406055.97399556;-17920555.103517;4028279.9316559;1.4238466683146118;-53.35792147112938;-11.932255118840304
Mercury;2025-08-19 00:00:00.000;130.13699417935962;20.63437286595804;124807942.78244887;-78585948.34403172;-34040335.974878944;12.902185858502785;17.47780816040998;2.1145915492923444;-59406055.97399556;-17920555.103517;4028279.9316559;1.4238466683146118;-53.35792147112938;-11.932255118840304
Mercury;2025-08-19 00:00:00.000;112.69035102058456;22.373981227038783;124807942.78244887;-78585948.34403172;-34040335.974878944;12.902185858502785;17.47780816040998;2.1145915492923444;-59406055.97399556;-17920555.103517;4028279.9316559;1.4238466683146118;-53.35792147112938;-11.932255118840304
Mercury;2025-08-29 00:00:00.000;110.0;20.78987209256445;136977823.31245402;-58082617.59309869;-25154191.731997248;7.832979949383311;20.397265767188443;2.34731720015988;-59406055.97399556;-17920555.103517;4028279.9316559;2.5774781575923957;-53.91273925641977;-8.903898349176961
Mercury;2025-08-29 00:00:00.000;105.01098666622092;19.93132617773152;136977823.31245402;-58082617.59309869;-25154191.731997248;7.832979949383311;20.397265767188443;2.34731720015988;-59406055.97399556;-17920555.103517;4028279.9316559;2.5774781575923957;-53.91273925641977;-8.903898349176961
Mercury;2025-08-29 00:00:00.000;114.8299744709853;21.743752978171997;136977823.31245402;-58082617.59309869;-25154191.731997248;7.832979949383311;20.397265767188443;2.34731720015988;-59406055.97399556;-17920555.103517;4028279.9316559;2.5774781575923957;-53.91273925641977;-8.903898349176961
Mercury;2025-08-29 00:00:00.000;110.0;20.787688816465195;136964794.59841597;-58078217.27471353;-25154286.06101969;7.836087189964716;20.3980159333716;2.347495285840488;-59406055.97399556;-17920555.103517;4028279.9316559;2.580086761086632;-53.91166603216112;-8.905299156277097
Mercury;2025-08-29 00:00:00.000;105.9229435024276;20.7048034426759;136964794.59841597;-58078217.27471353;-25154286.06101969;7.836087189964716;20.3980159333716;2.347495285840488;-59406055.97399556;-17920555.103517;4028279.9316559;2.580086761086632;-53.91166603216112;-8.905299156277097
Mercury;2025-08-29 00:00:00.000;107.34693385261728;21.612867180811666;136964794.59841597;-58078217.27471353;-25154286.06101969;7.836087189964716;20.3980159333716;2.347495285840488;-59406055.97399556;-17920555.103517;4028279.9316559;2.580086761086632;-53.91166603216112;-8.905299156277097
Mercury;2025-08-09 00:00:00.000;130.0;23.46076571216472;109080373.468799;-96851672.94480388;-41956118.61447454;16.951334908986425;13.750053758101268;1.1507796715288516;-59406055.97399556;-17920555.103517;4028279.9316559;-0.0850522072315236;-52.90959440019031;-14.079323507562552
Mercury;2025-08-09 00:00:00.000;142.01223730803903;22.647564223372537;109080373.468799;-96851672.94480388;-41956118.61447454;16.951334908986425;13.750053758101268;1.1507796715288516;-59406055.97399556;-17920555.103517;4028279.9316559;-0.0850522072315236;-52.90959440019031;-14.079323507562552
Mercury;2025-08-19 00:00:00.000;120.0;21.708526249141684;124807052.05871472;-78583026.8390927;-34040455.926928565;12.902458439256511;17.478057680867042;2.114713010773967;-59406055.97399556;-17920555.103517;4028279.9316559;1.4244931404966117;-53.357714678992494;-11.932704674358352
Mercury;2025-08-19 00:00:00.000;121.3719413352798;20.47187571063561;124807052.05871472;-78583026.8390927;-34040455.926928565;12.902458439256511;17.478057680867042;2.114713010773967;-59406055.97399556;-17920555.103517;4028279.9316559;1.4244931404966117;-53.357714678992494;-11.932704674358352
Mercury;2025-08-19 00:00:00.000;113.95147802344268;21.044152826280023;124807052.05871472;-78583026.8390927;-34040455.926928565;12.902458439256511;17.478057680867042;2.114713010773967;-59406055.97399556;-17920555.103517;4028279.9316559;1.4244931404966117;-53.357714678992494;-11.932704674358352
Mercury;2025-08-29 00:00:00.000;110.0;20.78813088778408;136964785.79764745;-58082217.85537997;-25157217.9421796;7.836209870319335;20.39757937143089;2.3478276123719506;-59406055.97399556;-17920555.103517;4028279.9316559;2.5790622846757465;-53.91161318403156;-8.906434230241869
Mercury;2025-08-29 00:00:00.000;108.95392960890564;20.70415919915799;136964785.79764745;-58082217.85537997;-25157217.9421796;7.836209870319335;20.39757937143089;2.3478276123719506;-59406055.97399556;-17920555.103517;4028279.9316559;2.5790622846757465;-53.91161318403156;-8.906434230241869
Mercury;2025-08-29 00:00:00.000;115.7067684363452;20.85744591137357;136964785.79764745;-58082217.85537997;-25157217.9421796;7.836209870319335;20.39757937143089;2.3478276123719506;-59406055.97399556;-17920555.103517;4028279.9316559;2.5790622846757465;-53.91161318403156;-8.906434230241869
Venus;2025-02-20 00:00:00.000;150.0;17.035765647207903;-130484145.35468473;64575598.40415412;28022855.61542324;-10.848105120954054;-24.306321428968555;-4.500605654821078;105551345.80790986;21031123.717114657;-5804092.471266354;-1.295095552947168;36.42658569517122;8.514997259601943
Venus;2025-02-20 00:00:00.000;146.67134573825044;15.380531864083242;-130484145.35468473;64575598.40415412;28022855.61542324;-10.848105120954054;-24.306321428968555;-4.500605654821078;105551345.80790986;21031123.717114657;-5804092.471266354;-1.295095552947168;36.42658569517122;8.514997259601943
Venus;2025-02-20 00:00:00.000;157.62451281977783;16.543253290918003;-130484145.35468473;64575598.40415412;28022855.61542324;-10.848105120954054;-24.306321428968555;-4.500605654821078;105551345.80790986;21031123.717114657;-5804092.471266354;-1.295095552947168;36.42658569517122;8.514997259601943
Venus;2025-02-20 00:00:00.000;150.0;17.03338256588572;-130475642.8692245;64572586.88308949;28017280.00963728;-10.849760462560388;-24.30745068654443;-4.499714476534004;105551345.80790986;21031123.717114657;-5804092.471266354;-1.2968436864981845;36.42637851300251;8.513495586151489
Venus;2025-02-20 00:00:00.000;140.61938867117348;15.727260451952349;-130475642.8692245;64572586.88308949;28017280.00963728;-10.849760462560388;-24.30745068654443;-4.499714476534004;105551345.80790986;21031123.717114657;-5804092.471266354;-1.2968436864981845;36.42637851300251;8.513495586151489
Venus;2025-02-20 00:00:00.000;146.17912945112585;17.022477755308206;-130475642.8692245;64572586.88308949;28017280.00963728;-10.849760462560388;-24.30745068654443;-4.499714476534004;105551345.80790986;21031123.717114657;-5804092.471266354;-1.2968436864981845;36.42637851300251;8.513495586151489
Venus;2025-01-01 00:00:00.000;170.1361319668364;17.79495574777807;-27591521.051634487;132046772.559388;57268546.52428719;-27.1436496381177;-2.7426193454841323;-2.6372954656038243;104817851.17138024;-26751955.616218496;-6418975.460647288;13.574856920710191;31.45218455560733;14.69318121704408
Venus;2025-01-15 00:00:00.000;177.0;17.94307179339419;-62417510.046987206;121934276.58974966;52884148.16458876;-25.044842424025774;-10.189565537714532;-3.3404055228716256;107763275.30611202;-5921776.849291949;-6302428.223578134;7.403700280214368;33.83331641811492;13.792395034104654
Venus;2025-01-15 00:00:00.000;176.50006687838518;17.546516584641527;-62417510.046987206;121934276.58974966;52884148.16458876;-25.044842424025774;-10.189565537714532;-3.3404055228716256;107763275.30611202;-5921776.849291949;-6302428.223578134;7.403700280214368;33.83331641811492;13.792395034104654
Venus;2025-01-15 00:00:00.000;175.81323048202265;17.052578239048543;-62417510.046987206;121934276.58974966;52884148.16458876;-25.044842424025774;-10.189565537714532;-3.3404055228716256;107763275.30611202;-5921776.849291949;-6302428.223578134;7.403700280214368;33.83331641811492;13.792395034104654
Venus;2025-01-22 00:00:00.000;170.0;17.703849690677032;-78551686.74815346;114040341.6260172;49471459.78493595;-23.16387526304297;-13.48086784524545;-4.67962795106209;107763275.30611202;-5921776.849291949;-6302428.223578134;7.272262876094981;33.940100912131214;13.61976492900648
