target_body_name;launch_date_YYYY-MM-DD;tof_days_d;delta_v_km_s;r1_total_corrected_x_km;r1_total_corrected_y_km;r1_total_corrected_z_km;v1_transfer_x_km_s;v1_transfer_y_km_s;v1_transfer_z_km_s;r2_total_corrected_x_km;r2_total_corrected_y_km;r2_total_corrected_z_km;v2_transfer_x_km_s;v2_transfer_y_km_s;v2_transfer_z_km_s
Phobos;2026-09-13 00:00:00.000;340.5515651054603;13.819738420398858;147998844.41366825;-25011596.706951533;-10832218.054367444;0.8909796346915453;32.51489664180303;1.761618119138956;-155395125.90519586;-173773986.85919118;186490.1744957452;16.56699758893284;-12.58429902358262;-1.759761204182093
Phobos;2026-09-23 00:00:00.000;350.0;13.936362009211228;149942596.8491906;-1617718.702579215;-685416.3040647808;-3.770567099737152;32.4530618233805;0.3700046073115402;-101286454.63389052;-203630928.0401276;-1765164.1135109398;20.3812825319898;-7.007226924041471;-0.1670384756686948
Phobos;2026-09-23 00:00:00.000;337.8409384959142;12.847724848498306;149942596.8491906;-1617718.702579215;-685416.3040647808;-3.770567099737152;32.4530618233805;0.3700046073115402;-101286454.63389052;-203630928.0401276;-1765164.1135109398;20.3812825319898;-7.007226924041471;-0.1670384756686948
Phobos;2026-09-23 00:00:00.000;348.42082188933813;12.768596528126048;149942596.8491906;-1617718.702579215;-685416.3040647808;-3.770567099737152;32.4530618233805;0.3700046073115402;-101286454.63389052;-203630928.0401276;-1765164.1135109398;20.3812825319898;-7.007226924041471;-0.1670384756686948
Phobos;2025-01-01 00:00:00.000;455.42806900103176;14.740081323161242;117373318.39146057;132037226.21114436;57262477.168560974;-33.64131416524545;26.48764432215172;-4.613073304841932;200381106.2100646;-50580738.78745904;-5946412.7104003765;-1.484864286754319;-10.42321827858616;10.292646084475436
Phobos;2025-01-01 00:00:00.000;466.8634427734116;14.861537406666116;117373318.39146057;132037226.21114436;57262477.168560974;-33.62895504023153;26.48764432215172;-2.8872198224683703;206605555.4157096;-16930296.599140063;-5393026.630752941;-5.41636670868113;-10.42321827858616;9.847377096129629
Phobos;2026-09-08 00:00:00.000;300.0;14.791128146079076;145401255.1150872;-36505303.54317264;-15812011.144811448;3.195969498864377;32.26670211695925;3.392121706298119;-204590031.0682307;-123730284.22607304;2447625.254610495;10.298489838345914;-17.27383162146748;-2.7809776447823884
Phobos;2026-09-08 00:00:00.000;279.8606692521064;14.9109612011567;145401255.1150872;-36505303.54317264;-15812011.144811448;3.195969498864377;32.26670211695925;3.392121706298119;-204590031.0682307;-123730284.22607304;2447625.254610495;10.298489838345914;-17.27383162146748;-2.7809776447823884
Phobos;2025-01-01 00:00:00.000;340.1143643400301;14.583360626977896;117373318.39146057;132041718.50223212;57267503.46113916;-33.63963781168761;26.48764432215172;-4.613832301592432;200381106.2100646;-50580738.78745904;-5946412.7104003765;-1.4841171734254166;-10.42321827858616;10.293383135167655
Phobos;2025-01-01 00:00:00.000;340.1143643400301;14.042159131004103;117373318.39146057;132041718.50223212;57267503.46113916;-33.627276886431154;26.48764432215172;-2.88785412594574;206605555.4157096;-16930296.599140063;-5393026.630752941;-5.415521261742194;-10.42321827858616;9.847968715971456
Phobos;2026-09-08 00:00:00.000;300.0;14.792506159969076;145395019.02376595;-36495153.97540014;-15806428.870205706;3.19494337060493;32.26837455757301;3.391434295848673;-204590031.0682307;-123730284.22607304;2447625.254610495;10.299198154777436;-17.273266685938466;-2.7802277248335057
Phobos;2026-09-08 00:00:00.000;300.0;14.792256963625324;145402987.77421597;-36494775.8652733;-15803516.251389865;3.1940839521698834;32.26739909440816;3.3905373189708325;-204590031.0682307;-123730284.22607304;2447625.254610495;10.29882760817235;-17.27389515682795;-2.779606032425633
Phobos;2026-09-08 00:00:00.000;311.4436305467111;14.368209759947856;145402987.77421597;-36494775.8652733;-15803516.251389865;3.1940839521698834;32.26739909440816;3.3905373189708325;-204590031.0682307;-123730284.22607304;2447625.254610495;10.29882760817235;-17.27389515682795;-2.779606032425633
Deimos;2026-08-04 00:00:00.000;326.6683582591225;14.67551702641834;99915889.10636564;-105360978.816532;-45664373.76897803;18.288530337045632;25.66732274421385;6.551283723993356;-235667815.1799598;-62715808.41894656;4480482.505428173;4.044337394505668;-17.982204901181195;-6.398125280101273
Deimos;2026-08-04 00:00:00.000;339.4558822012797;14.750512250554731;99915889.10636564;-105360978.816532;-45664373.76897803;18.24480976016896;25.844445831793248;5.742438695793658;-228742838.683907;-80938849.83400215;3926404.577900797;6.14624275650987;-17.517890404527822;-6.256070459258513
Deimos;2026-08-04 00:00:00.000;327.8676836792993;14.70418498291567;99915889.10636564;-105360978.816532;-45664373.76897803;18.24480976016896;25.844445831793248;5.742438695793658;-228742838.683907;-80938849.83400215;3926404.577900797;6.14624275650987;-17.517890404527822;-6.256070459258513
Deimos;2026-08-14 00:00:00.000;281.15862852352615;14.788535768393654;117343631.28057754;-88455416.41624665;-38328382.22638117;14.276398997305538;27.99584232266203;7.992517851353849;-240985914.56086785;-44071436.80983402;5005540.409525324;1.3865744355287664;-18.618724242407836;-6.191245253584138
Deimos;2026-08-14 00:00:00.000;290.0;14.95220788687169;117343631.28057754;-88455416.41624665;-38328382.22638117;14.319725883083631;28.147979696867143;7.068087996100889;-235667815.1799598;-62715808.41894656;4480482.505428173;3.582224886674107;-18.43688894800036;-5.916366363253789
Deimos;2026-08-14 00:00:00.000;306.35057731815607;14.46216946196942;117343631.28057754;-88455416.41624665;-38328382.22638117;14.319725883083631;28.147979696867143;7.068087996100889;-235667815.1799598;-62715808.41894656;4480482.505428173;3.582224886674107;-18.43688894800036;-5.916366363253789
Deimos;2026-08-14 00:00:00.000;268.7499649243506;14.073771049486597;117343631.28057754;-88455416.41624665;-38328382.22638117;14.319725883083631;28.147979696867143;7.068087996100889;-235667815.1799598;-62715808.41894656;4480482.505428173;3.582224886674107;-18.43688894800036;-5.916366363253789
Deimos;2026-08-14 00:00:00.000;300.0;14.900420260283816;117343631.28057754;-88455416.41624665;-38328382.22638117;14.323242369833284;28.283824865573383;6.240365354697106;-228742838.683907;-80938849.83400215;3926404.577900797;5.734054338953143;-18.019306506464865;-5.699710925235878
Deimos;2026-08-14 00:00:00.000;295.17089198473434;14.46010072249036;117343631.28057754;-88455416.41624665;-38328382.22638117;14.323242369833284;28.283824865573383;6.240365354697106;-228742838.683907;-80938849.83400215;3926404.577900797;5.734054338953143;-18.019306506464865;-5.699710925235878
Deimos;2026-08-14 00:00:00.000;273.6516663839978;14.965112518200756;117343631.28057754;-88455416.41624665;-38328382.22638117;14.323242369833284;28.283824865573383;6.240365354697106;-228742838.683907;-80938849.83400215;3926404.577900797;5.734054338953143;-18.019306506464865;-5.699710925235878
Deimos;2026-08-24 00:00:00.000;270.0;14.775993973510095;131421929.2191954;-69063304.6047573;-29924929.155664746;9.863922650419704;30.039969782491056;8.043265855623227;-240985914.56086785;-44071436.80983402;5005540.409525324;0.9323138419032656;-19.038695580590836;-5.630642104382972
Deimos;2026-08-24 00:00:00.000;250.68757321342116;14.484521002860566;131421929.2191954;-69063304.6047573;-29924929.155664746;9.863922650419704;30.039969782491056;8.043265855623227;-240985914.56086785;-44071436.80983402;5005540.409525324;0.9323138419032656;-19.038695580590836;-5.630642104382972
Deimos;2026-08-24 00:00:00.000;280.0;14.485469955666826;131421929.2191954;-69063304.6047573;-29924929.155664746;9.954095302922202;30.169539748118943;7.06573901140718;-235667815.1799598;-62715808.41894656;4480482.505428173;3.181191094302642;-18.894777204553137;-5.2647066765742085
Deimos;2026-08-24 00:00:00.000;300.6306626506429;13.620164906707924;131421929.2191954;-69063304.6047573;-29924929.155664746;9.954095302922202;30.169539748118943;7.06573901140718;-235667815.1799598;-62715808.41894656;4480482.505428173;3.181191094302642;-18.894777204553137;-5.2647066765742085
Deimos;2026-08-24 00:00:00.000;253.02984218363807;13.839013278624254;131421929.2191954;-69063304.6047573;-29924929.155664746;9.954095302922202;30.169539748118943;7.06573901140718;-235667815.1799598;-62715808.41894656;4480482.505428173;3.181191094302642;-18.894777204553137;-5.2647066765742085
Deimos;2026-08-24 00:00:00.000;290.0;14.467054562857456;131421929.2191954;-69063304.6047573;-29924929.155664746;10.00625816793751;30.268280365991945;6.227434015385442;-228742838.683907;-80938849.83400215;3926404.577900797;5.382967630095534;-18.50676450172294;-4.979363176896907
Deimos;2026-08-24 00:00:00.000;284.4258476119014;14.789414623062122;131421929.2191954;-69063304.6047573;-29924929.155664746;10.00625816793751;30.268280365991945;6.227434015385442;-228742838.683907;-80938849.83400215;3926404.577900797;5.382967630095534;-18.50676450172294;-4.979363176896907
Deimos;2026-09-03 00:00:00.000;270.0;14.348140391601271;141753495.7974282;-47717879.89079486;-20668903.487261824;5.280658501645011;31.69155070262509;6.270795134818771;-235667815.1799598;-62715808.41894656;4480482.505428173;2.840981711649436;-19.3755581738134;-4.289009599359984
Deimos;2026-09-03 00:00:00.000;293.67315632344946;14.599626942812083;141753495.7974282;-47717879.89079486;-20668903.487261824;5.280658501645011;31.69155070262509;6.270795134818771;-235667815.1799598;-62715808.41894656;4480482.505428173;2.840981711649436;-19.3755581738134;-4.289009599359984
Deimos;2026-09-03 00:00:00.000;253.2925999236384;14.20725345327773;141753495.7974282;-47717879.89079486;-20668903.487261824;5.280658501645011;31.69155070262509;6.270795134818771;-235667815.1799598;-62715808.41894656;4480482.505428173;2.840981711649436;-19.3755581738134;-4.289009599359984
Deimos;2026-09-03 00:00:00.000;270.0;14.347947768151212;141745042.93225557;-47713585.28178396;-20671163.697579112;5.281383900046177;31.69254576539938;6.272296318481875;-235667815.1799598;-62715808.41894656;4480482.505428173;2.8416390055146774;-19.374895678127864;-4.289814352348503
Deimos;2026-09-03 00:00:00.000;279.92215172669535;14.559456390719763;141745042.93225557;-47713585.28178396;-20671163.697579112;5.281383900046177;31.69254576539938;6.272296318481875;-235667815.1799598;-62715808.41894656;4480482.505428173;2.8416390055146774;-19.374895678127864;-4.289814352348503
Deimos;2026-08-09 00:00:00.000;296.5949010989485;14.459082490621045;109022118.7610645;-97256620.0610006;-42150246.4484185;16.31208179272116;26.707024606218432;8.249264543204255;-243037348.30368727;-34633031.80602652;5255911.42506286;0.5390420954900816;-18.431100071324344;-6.541149888997399
Deimos;2025-01-01 00:00:00.000;309.14223571777666;14.792807323357628;105886510.02287073;-56192860.475260496;-24342108.74668621;7.269183755150144;25.1398883751352;5.502933203686855;-184319126.59858453;-28220791.357273057;3173831.981667982;-4.104671859540263;-13.87453720117914;-3.7952218628660064
Deimos;2026-08-09 00:00:00.000;273.0826273565702;14.310273324091051;109012961.57938293;-97255877.66920254;-42147772.455923386;16.31366223582498;26.707541056314824;8.248997238058598;-243037348.30368727;-34633031.80602652;5255911.42506286;0.5397254851697819;-18.43081068471959;-6.5408419868735175
Deimos;2026-08-09 00:00:00.000;299.5373248890511;14.301349826412237;109012961.57938293;-97255877.66920254;-42147772.455923386;16.31366223582498;26.707541056314824;8.248997238058598;-243037348.30368727;-34633031.80602652;5255911.42506286;0.5397254851697819;-18.43081068471959;-6.5408419868735175
Deimos;2026-08-09 00:00:00.000;269.3709321083553;14.302839047128357;109012961.57938293;-97255877.66920254;-42147772.455923386;16.360112252403404;26.96063437162374;6.864084736235592;-235667815.1799598;-62715808.41894656;4480482.505428173;3.805397655730383;-18.21002618101249;-6.173378026644324
Deimos;2026-08-09 00:00:00.000;273.4777145422248;14.103559389047287;109012961.57938293;-97255877.66920254;-42147772.455923386;16.360112252403404;26.96063437162374;6.864084736235592;-235667815.1799598;-62715808.41894656;4480482.505428173;3.805397655730383;-18.21002618101249;-6.173378026644324
Deimos;2026-08-24 00:00:00.000;280.0;14.486598600416803;131426208.91215578;-69054316.77219087;-29914463.78580459;9.95235883174978;30.17099197252006;7.064033812015483;-235667815.1799598;-62715808.41894656;4480482.505428173;3.1816228096015395;-18.8951316219267;-5.263229795660945
Deimos;2026-08-24 00:00:00.000;260.7465273570652;14.688367452279444;131426208.91215578;-69054316.77219087;-29914463.78580459;9.95235883174978;30.17099197252006;7.064033812015483;-235667815.1799598;-62715808.41894656;4480482.505428173;3.1816228096015395;-18.8951316219267;-5.263229795660945
Deimos;2026-08-24 00:00:00.000;269.43536439059216;13.400398439752864;131426208.91215578;-69054316.77219087;-29914463.78580459;9.95235883174978;30.17099197252006;7.064033812015483;-235667815.1799598;-62715808.41894656;4480482.505428173;3.1816228096015395;-18.8951316219267;-5.263229795660945
Deimos;2026-08-24 00:00:00.000;280.0;14.485460087200927;131426102.05138738;-69065105.95007032;-29926126.40248308;9.953629122555109;30.16892424352657;7.065710978266635;-235667815.1799598;-62715808.41894656;4480482.505428173;3.1808080979793902;-18.895009535589832;-5.264800242107596
Deimos;2025-01-01 00:00:00.000;309.14223571777666;14.3516157077019;105886510.02287073;-56192860.475260496;-24342108.74668621;7.269183755150144;25.1398883751352;5.502933203686855;-184319126.59858453;-16915873.08820087;3173831.981667982;-5.416557087980156;-13.87453720117914;-3.7952218628660064
Deimos;2026-08-14 00:00:00.000;290.0;14.952377982627418;117345740.2596456;-88454709.89360447;-38327285.8973853;14.319321971742358;28.148070246092345;7.067933224360345;-235667815.1799598;-62715808.41894656;4480482.505428173;3.5821723795497435;-18.43700537043802;-5.91621924699097
Deimos;2026-08-14 00:00:00.000;262.3319660622976;14.780183609439966;117345740.2596456;-88454709.89360447;-38327285.8973853;14.319321971742358;28.148070246092345;7.067933224360345;-235667815.1799598;-62715808.41894656;4480482.505428173;3.5821723795497435;-18.43700537043802;-5.91621924699097
Deimos;2026-08-14 00:00:00.000;300.0;14.90057877794948;117345740.2596456;-88454709.89360447;-38327285.8973853;14.322848509721965;28.283899685481163;6.240227686237497;-228742838.683907;-80938849.83400215;3926404.577900797;5.734006848003687;-18.019425920817344;-5.699562378285576
Deimos;2026-08-14 00:00:00.000;316.5216394851439;14.04723087604256;117345740.2596456;-88454709.89360447;-38327285.8973853;14.322848509721965;28.283899685481163;6.240227686237497;-228742838.683907;-80938849.83400215;3926404.577900797;5.734006848003687;-18.019425920817344;-5.699562378285576
Deimos;2026-08-04 00:00:00.000;314.8289937076408;14.929601271891334;99915564.0097682;-105373874.84785023;-45661408.193935454;18.244989247507583;25.84300074800767;5.741006730650924;-228742838.683907;-80938849.83400215;3926404.577900797;6.145712556193802;-17.518521350686107;-6.255227001417098
Deimos;2026-08-14 00:00:00.000;290.0;14.9510359588127;117350904.04273511;-88469190.1703343;-38330399.11741862;14.319152740532632;28.145965730151016;7.0669561304281645;-235667815.1799598;-62715808.41894656;4480482.505428173;3.581060180068832;-18.43768646542317;-5.916028061477235
Deimos;2026-08-14 00:00:00.000;300.0;14.89929137726084;117350904.04273511;-88469190.1703343;-38330399.11741862;14.322778283693896;28.28167852070043;6.2393418078702725;-228742838.683907;-80938849.83400215;3926404.577900797;5.732949417256616;-18.020178597611256;-5.699413788021699
Deimos;2026-08-14 00:00:00.000;293.1822053127545;13.981974030134372;117350904.04273511;-88469190.1703343;-38330399.11741862;14.322778283693896;28.28167852070043;6.2393418078702725;-228742838.683907;-80938849.83400215;3926404.577900797;5.732949417256616;-18.020178597611256;-5.699413788021699
Deimos;2026-08-24 00:00:00.000;270.0;14.77673209608524;131421117.7161571;-69055728.7059588;-29920368.72950088;9.863315068261926;30.04112762892941;8.042955374850239;-240985914.56086785;-44071436.80983402;5005540.409525324;0.9328402751982918;-19.03864537917634;-5.630194532353344
Deimos;2026-08-24 00:00:00.000;270.50042814448324;13.31435485170832;131421117.7161571;-69055728.7059588;-29920368.72950088;9.863315068261926;30.04112762892941;8.042955374850239;-240985914.56086785;-44071436.80983402;5005540.409525324;0.9328402751982918;-19.03864537917634;-5.630194532353344
Deimos;2026-08-24 00:00:00.000;247.6345234064574;14.000436741406608;131421117.7161571;-69055728.7059588;-29920368.72950088;9.863315068261926;30.04112762892941;8.042955374850239;-240985914.56086785;-44071436.80983402;5005540.409525324;0.9328402751982918;-19.03864537917634;-5.630194532353344
Deimos;2026-08-24 00:00:00.000;280.0;14.486193598178758;131421117.7161571;-69055728.7059588;-29920368.72950088;9.953455605050362;30.17070377915507;7.065443922971491;-235667815.1799598;-62715808.41894656;4480482.505428173;3.18169989759478;-18.894679607668905;-5.264253623834503
Deimos;2026-08-24 00:00:00.000;264.98747421955466;13.03950157465834;131421117.7161571;-69055728.7059588;-29920368.72950088;9.953455605050362;30.17070377915507;7.065443922971491;-235667815.1799598;-62715808.41894656;4480482.505428173;3.18169989759478;-18.894679607668905;-5.264253623834503
Deimos;2026-08-24 00:00:00.000;263.7157333115455;13.09947046990389;131421117.7161571;-69055728.7059588;-29920368.72950088;9.953455605050362;30.17070377915507;7.065443922971491;-235667815.1799598;-62715808.41894656;4480482.505428173;3.18169989759478;-18.894679607668905;-5.264253623834503
Deimos;2026-08-24 00:00:00.000;290.0;14.467750043276537;131421117.7161571;-69055728.7059588;-29920368.72950088;10.0055874515172;30.26944938518689;6.227166065975636;-228742838.683907;-80938849.83400215;3926404.577900797;5.383455984852185;-18.50662207507849;-4.978908294029495
Deimos;2026-08-24 00:00:00.000;297.7689106017885;13.885036291461354;131421117.7161571;-69055728.7059588;-29920368.72950088;10.0055874515172;30.26944938518689;6.227166065975636;-228742838.683907;-80938849.83400215;3926404.577900797;5.383455984852185;-18.50662207507849;-4.978908294029495
Deimos;2026-09-03 00:00:00.000;270.0;14.348124538808982;141746995.25197735;-47712296.43579815;-20670732.449466866;5.280957155999662;31.69243204398704;6.2721957426614345;-235667815.1799598;-62715808.41894656;4480482.505428173;2.841559429901221;-19.374995722054773;-4.2897572124776255
Deimos;2025-01-16 00:00:00.000;309.14223571777666;14.757565410729525;105886510.02287073;-56192860.475260496;-24342108.74668621;7.269183755150144;25.1398883751352;5.502933203686855;-184319126.59858453;-5567739.069138808;3173831.981667982;-6.716343067657721;-13.87453720117914;-3.7952218628660064
Deimos;2026-08-24 00:00:00.000;275.0;14.593448166006937;131432495.31831;-69058422.71877003;-29918873.35379834;9.91177170184662;30.110014893681157;7.533181186667065;-238528861.54497436;-53437888.09079503;4746893.289923493;2.061292256379797;-18.998852287117263;-5.4351434425634455
Deimos;2026-08-24 00:00:00.000;264.21184511185794;14.013417078871525;131432495.31831;-69058422.71877003;-29918873.35379834;9.91177170184662;30.110014893681157;7.533181186667065;-238528861.54497436;-53437888.09079503;4746893.289923493;2.061292256379797;-18.998852287117263;-5.4351434425634455
Deimos;2026-08-24 00:00:00.000;291.1928701987791;14.31642166002251;131432495.31831;-69058422.71877003;-29918873.35379834;9.91177170184662;30.110014893681157;7.533181186667065;-238528861.54497436;-53437888.09079503;4746893.289923493;2.061292256379797;-18.998852287117263;-5.4351434425634455
Deimos;2026-08-24 00:00:00.000;290.0;14.467977085335397;131432495.31831;-69058422.71877003;-29918873.35379834;10.004076331550849;30.26833837633605;6.226290930063536;-228742838.683907;-80938849.83400215;3926404.577900797;5.38270432892964;-18.50741689284484;-4.978439227964897
Deimos;2026-08-24 00:00:00.000;290.0;14.46775115321978;131422563.96526876;-69055303.3762584;-29925291.594544426;10.005477632480083;30.26893728237116;6.228182787527686;-228742838.683907;-80938849.83400215;3926404.577900797;5.383219139675491;-18.50655127948501;-4.9797287176444645
Deimos;2026-08-24 00:00:00.000;286.26636704875546;14.639700104904852;131422563.96526876;-69055303.3762584;-29925291.594544426;10.005477632480083;30.26893728237116;6.228182787527686;-228742838.683907;-80938849.83400215;3926404.577900797;5.383219139675491;-18.50655127948501;-4.9797287176444645
Deimos;2026-08-04 00:00:00.000;323.54464047207347;14.779774129364071;99908815.26027572;-105368014.453933;-45658110.48152875;18.289741644740666;25.66707618331006;6.54983652135953;-235667815.1799598;-62715808.41894656;4480482.505428173;4.044577690086856;-17.9823535592603;-6.3970683061781966
Deimos;2026-08-04 00:00:00.000;284.844161785174;14.542152650046182;99908815.26027572;-105368014.453933;-45658110.48152875;18.24602638505265;25.844122290082527;5.741141056934254;-228742838.683907;-80938849.83400215;3926404.577900797;6.146494346907844;-17.517982426974662;-6.255073695649009
Deimos;2026-08-14 00:00:00.000;300.0;14.89957681606784;117352486.73183043;-88467401.61657844;-38331801.874600425;14.322455524251012;28.28168518825518;6.239688059055032;-228742838.683907;-80938849.83400215;3926404.577900797;5.732887836377583;-18.020162671847935;-5.699667286726962
Deimos;2026-08-14 00:00:00.000;307.23407191717;14.676497029701183;117352486.73183043;-88467401.61657844;-38331801.874600425;14.322455524251012;28.28168518825518;6.239688059055032;-228742838.683907;-80938849.83400215;3926404.577900797;5.732887836377583;-18.020162671847935;-5.699667286726962
Deimos;2026-08-14 00:00:00.000;321.81024734567893;14.73062671482818;117352486.73183043;-88467401.61657844;-38331801.874600425;14.322455524251012;28.28168518825518;6.239688059055032;-228742838.683907;-80938849.83400215;3926404.577900797;5.732887836377583;-18.020162671847935;-5.699667286726962
Deimos;2025-01-01 00:00:00.000;309.14223571777666;14.309215739228206;105886510.02287073;-56192860.475260496;-24342108.74668621;7.269183755150144;25.1398883751352;5.502933203686855;-184319126.59858453;-16915873.08820087;3173831.981667982;-5.418047404173864;-13.87453720117914;-3.7952218628660064
Deimos;2026-08-04 00:00:00.000;281.8416975040558;14.08575887595303;99907284.82110944;-105366251.84941924;-45659590.49287374;18.28999011328296;25.667161400332077;6.550189435986046;-235667815.1799598;-62715808.41894656;4480482.505428173;4.044698352789711;-17.982165188444878;-6.397340677863177
Deimos;2026-08-04 00:00:00.000;311.14256118606727;14.66726109558858;99907284.82110944;-105366251.84941924;-45659590.49287374;18.24625721922459;25.844243407333455;5.741456079390139;-228742838.683907;-80938849.83400215;3926404.577900797;6.146603740418979;-17.517789437574514;-6.255338885214891
Deimos;2026-08-14 00:00:00.000;300.0;14.900475960814662;117354210.57574493;-88459519.24782062;-38329361.61759968;14.321747578477597;28.2827354625328;6.239985387470988;-228742838.683907;-80938849.83400215;3926404.577900797;5.733233596214712;-18.020024973536568;-5.699601365541537
Deimos;2026-08-14 00:00:00.000;291.5718271770279;14.835041915069825;117354210.57574493;-88459519.24782062;-38329361.61759968;14.321747578477597;28.2827354625328;6.239985387470988;-228742838.683907;-80938849.83400215;3926404.577900797;5.733233596214712;-18.020024973536568;-5.699601365541537
Deimos;2026-08-14 00:00:00.000;318.26834687465;14.62152082636044;117354210.57574493;-88459519.24782062;-38329361.61759968;14.321747578477597;28.2827354625328;6.239985387470988;-228742838.683907;-80938849.83400215;3926404.577900797;5.733233596214712;-18.020024973536568;-5.699601365541537
Deimos;2026-08-24 00:00:00.000;300.0;14.650256600648229;131432603.03823332;-69061667.2790445;-29915970.750419293;10.021593824987862;30.35052659963964;5.492933177428166;-220234447.95281768;-98604782.7991455;3347257.8301519733;7.521117209111615;-17.887930797054256;-4.7537128808267015
Deimos;2026-08-24 00:00:00.000;282.1058450475701;14.675825994127052;131432603.03823332;-69061667.2790445;-29915970.750419293;10.021593824987862;30.35052659963964;5.492933177428166;-220234447.95281768;-98604782.7991455;3347257.8301519733;7.521117209111615;-17.887930797054256;-4.7537128808267015
Deimos;2026-08-24 00:00:00.000;300.0;14.65002632496858;131431460.30553296;-69063485.19373207;-29918219.92704701;10.021983691362616;30.35027971005059;5.49323590729877;-220234447.95281768;-98604782.7991455;3347257.8301519733;7.521044658481827;-17.887863442349857;-4.754019249208751
Deimos;2026-08-24 00:00:00.000;292.7138427118492;13.52305247204971;131431460.30553296;-69063485.19373207;-29918219.92704701;10.021983691362616;30.35027971005059;5.49323590729877;-220234447.95281768;-98604782.7991455;3347257.8301519733;7.521044658481827;-17.887863442349857;-4.754019249208751
Deimos;2026-08-24 00:00:00.000;303.3192464499097;14.264016364295689;131431460.30553296;-69063485.19373207;-29918219.92704701;10.021983691362616;30.35027971005059;5.49323590729877;-220234447.95281768;-98604782.7991455;3347257.8301519733;7.521044658481827;-17.887863442349857;-4.754019249208751
Deimos;2025-01-01 00:00:00.000;309.14223571777666;14.295488376978833;105886510.02287073;-56192860.475260496;-24342108.74668621;7.269183755150144;25.1398883751352;5.502933203686855;-184319126.59858453;-16915873.08820087;3173831.981667982;-5.417140224010292;-13.87453720117914;-3.7952218628660064
Deimos;2026-08-24 00:00:00.000;300.0;14.649784464567835;131430743.7956141;-69065974.45836636;-29919159.92743793;10.022339324036608;30.35002679392171;5.493237094143552;-220234447.95281768;-98604782.7991455;3347257.8301519733;7.520966953537925;-17.88787336057334;-4.754091993645334
Deimos;2025-01-01 00:00:00.000;309.14223571777666;14.61964025197501;105886510.02287073;-56192860.475260496;-24342108.74668621;7.269183755150144;25.1398883751352;5.502933203686855;-184319126.59858453;-16915873.08820087;3173831.981667982;-5.4176113643725845;-13.87453720117914;-3.7952218628660064
Deimos;2026-08-24 00:00:00.000;300.0;14.650240148478124;131419624.89138544;-69056654.90870681;-29916148.776857488;10.02298953254877;30.35220100764639;5.493694672594558;-220234447.95281768;-98604782.7991455;3347257.8301519733;7.522038265603286;-17.886938612859037;-4.754055282452201
Deimos;2025-01-01 00:00:00.000;309.14223571777666;15.34725382682522;105886510.02287073;-56192860.475260496;-24342108.74668621;7.269183755150144;25.1398883751352;5.502933203686855;-184319126.59858453;-50574286.3031488;3173831.981667982;-1.485174434687227;-13.87453720117914;-3.7952218628660064
Deimos;2025-01-01 00:00:00.000;309.14223571777666;15.262580581109106;105886510.02287073;-56192860.475260496;-24342108.74668621;7.269183755150144;25.1398883751352;5.502933203686855;-184319126.59858453;-50574286.3031488;3173831.981667982;-1.485174434687227;-13.87453720117914;-3.7952218628660064
Deimos;2026-08-09 00:00:00.000;300.0;15.21107425004822;109017710.9022454;-97257401.89099383;-42151314.4603924;16.35414444819194;27.038319098059368;6.446222997260226;-232404919.56838435;-71888435.22095704;4206819.063864193;4.874786790976659;-18.019310723862382;-6.078221188781845
Deimos;2026-08-24 00:00:00.000;279.3577139984809;15.067741808179065;131419624.89138544;-69056654.90870681;-29916148.776857488;10.02298953254877;30.35220100764639;5.493694672594558;-220234447.95281768;-98604782.7991455;3347257.8301519733;7.522038265603286;-17.886938612859037;-4.754055282452201
Deimos;2026-08-09 00:00:00.000;300.0;15.210726961146497;109015263.89104132;-97256569.38417196;-42139274.06613689;16.354426720324366;27.039590918885555;6.444649862877348;-232404919.56838435;-71888435.22095704;4206819.063864193;4.875426483742297;-18.01948428380149;-6.0766308860771225
Deimos;2026-08-24 00:00:00.000;295.4455840789961;15.080957289614062;131430743.7956141;-69065974.45836636;-29919159.92743793;10.022339324036608;30.35002679392171;5.493237094143552;-220234447.95281768;-98604782.7991455;3347257.8301519733;7.520966953537925;-17.88787336057334;-4.754091993645334
Deimos;2026-08-24 00:00:00.000;283.1706849613276;15.164305215167474;131430743.7956141;-69065974.45836636;-29919159.92743793;10.022339324036608;30.35002679392171;5.493237094143552;-220234447.95281768;-98604782.7991455;3347257.8301519733;7.520966953537925;-17.88787336057334;-4.754091993645334
Deimos;2025-01-01 00:00:00.000;309.14223571777666;15.251970120229212;105886510.02287073;-56192860.475260496;-24342108.74668621;7.269183755150144;25.1398883751352;5.502933203686855;-184319126.59858453;-39450836.94451624;3173831.981667982;-2.791937670165213;-13.87453720117914;-3.7952218628660064
Deimos;2026-08-04 00:00:00.000;292.0140329205846;15.04607887104689;99908815.26027572;-105368014.453933;-45658110.48152875;18.289741644740666;25.66707618331006;6.54983652135953;-235667815.1799598;-62715808.41894656;4480482.505428173;4.044577690086856;-17.9823535592603;-6.3970683061781966
Deimos;2026-08-09 00:00:00.000;305.0;15.216991120106812;109016083.3564307;-97252861.2599469;-42144469.33776936;16.339223727780528;27.11658026887744;6.045444970173564;-228742838.683907;-80938849.83400215;3926404.577900797;5.932283469230882;-17.771168075582416;-5.993416882698681
