target_body_name,r1_total_corrected_x_km,r1_total_corrected_y_km,r1_total_corrected_z_km,r2_total_corrected_x_km,r2_total_corrected_y_km,r2_total_corrected_z_km
0.00279529463612811,0.005663380818482182,0.003556124396525165,-0.00017750209690077843,0.0010066653514338147,-0.014192855947347637,-0.022799680836754672
-0.009648389785419572,0.027844585749491384,-0.008673213482074076,-0.003004099687278298,-0.009426229033467681,-0.04067406883021016,0.030232473296178206
-0.013877034281692874,0.032563650091888115,-0.011663374662992559,-0.03744795754543028,0.00501739802501991,-0.008855695625732338,0.03242648602540574
0.004463291726845689,-0.03550861826905665,-0.023648354665159486,-0.03916676101829304,-0.015452806525352492,-0.02542531719469211,-0.035513078933050356
0.0006954527435309183,-0.03528040597896788,-0.00522470725776608,0.003012265520537056,-0.01028821153597289,-0.007713950878932996,-0.02546762818031892
0.0007360967717541876,0.1792638972858062,0.027705315830353777,0.008055042089222272,0.025784925266508094,0.04058306718261389,-0.0030393073350594452
0.0013282456615059462,0.08725620353073067,0.025290380539553715,0.02236385796461437,0.03248090143561421,0.093099985697192,0.00684986821398062
0.003979168911390262,-0.02234449737026167,0.026457461200526777,0.02417791008816732,0.015943378030281778,0.04405644951813303,0.02950700134177882
0.00014202640599433457,-0.035049893122343016,-0.005783960297601569,0.003217690343548508,-0.009657871696144491,-0.008820443642808207,-0.024482234013270984
0.0032939687056513754,-0.06341533532120891,-0.00042588110904959083,-0.008895867680734118,-0.026474616944209595,-0.005115584348869191,-0.03559007383292156
0.003056026910850664,-0.03408312286338319,-0.023275211943230473,-0.03986920426062379,-0.015588542550698609,-0.024703876383234843,-0.03476163260442673
0.0030526957078393004,-0.033112613074474134,-0.0038440969580239123,0.0048023550740593415,-0.008057850329017045,-0.006944168880886147,-0.025197531669164
0.0019723977577627495,-0.03953256233728671,-0.007377827690300552,0.0031794164888237922,-0.011491109808219527,-0.009120406546671327,-0.02918470422283932
0.00588069610244918,-0.034340411739865385,-0.0018413285851838904,0.0021493307697956292,-0.0027656994777866296,-0.002885573141623616,-0.002262591912510449
-0.00852532200950883,0.015041840941865364,-0.007662623085462238,-0.003858464522663634,-0.009793510387592155,-0.04366433422663695,0.03558790678001082
0.00508634037987988,-0.06632848653326615,-0.004264787361902596,-0.02681890751477362,-0.014072785350671172,-0.022830598514647464,-0.030347612145432443
-0.009727247420516342,0.012295058216633806,-0.00988677601948906,-0.006101093057769492,-0.00655483477172981,-0.03278929647568678,0.03250187273714995
-0.011222009287764779,0.02048930019301188,0.013240365677048522,0.013545606420861833,-0.022544973052769042,-0.03536473366881669,0.0015284696953702204
0.0007457978316442737,-0.03275130717406546,-0.0023070801216005243,0.0040199771063150315,-0.007126496683289907,-0.008142345189771728,-0.023181453035434018
-0.0007202264856604639,-0.03783916984462088,-0.007054921705415347,0.0030275756265396698,-0.010186152786827558,-0.009827696109835445,-0.025447450043668853
9.708991268258652e-05,-0.03305492007128434,-0.0033843470215392155,0.005875639681012518,-0.00891560765970332,-0.007890492183281313,-0.022735205737117146
0.006483220716570262,-0.0306509136822589,0.036149538499058866,0.02826919826603967,0.02460743305367607,0.047519921239124706,0.021036666367222734
-0.0041884607449612825,0.030359789739210063,0.06353149255384198,0.05888600261084228,0.042112612133118836,0.019571255190838265,0.10256634258798364
-2.79050465392597e-05,-0.03562822525073081,-0.00424084047769587,0.0032355077219716226,-0.010077418910747206,-0.009196310066897249,-0.024848879327898882
-0.0035479436784280663,0.06101971730171852,0.05205388941333316,0.04015267804201828,0.048963778889954915,0.0008387707676529443,0.10254956937084649
0.00013563292050242448,-0.035269501228618154,-0.005704143199041189,0.0030886127327230005,-0.009628097829128827,-0.008869730276923983,-0.024269340153227775
