planet;column;Q1;Q3;IQR;lower_bound;upper_bound;outliers_count
Callisto;tof_days_d;791.8523179507399;970.0;178.14768204926008;346.4831128275897;1415.36920512315;0
Callisto;delta_v_km_s;14.197334101719967;15.687099720295326;1.4897656185753583;10.472920055281572;19.41151376673372;0
Callisto;r1_x_geocentric_km;-3092.565133767312;5210.948940629838;8303.51407439715;-23851.350319760186;25969.734126622712;0
Callisto;r1_y_geocentric_km;-4118.224358706903;4496.192276778885;8614.416635485788;-25654.265947421372;26032.233865493356;0
Callisto;r1_z_geocentric_km;-2504.393576102398;3737.6861642751583;6242.079740377556;-18109.592927046288;19342.885515219048;0
Callisto;orbit_altitude_km;650.686449190032;1501.933272205443;851.246823015411;-1477.4306083484958;3630.050329743971;0
Callisto;semi_major_axis_km;7028.823049190032;7880.069872205443;851.2468230154109;4900.7059916515045;10008.18692974397;0
Callisto;eccentricity;0.0259485176285262;0.0701217571570486;0.0441732395285224;-0.0844845811927798;0.1805548559783546;0
Callisto;arg_periapsis_deg;61.41950786687562;292.7270312733689;231.30752340649326;-516.8493006493575;870.995839789602;0
Callisto;raan_deg;131.6289499076486;276.2261795555478;144.59722964789918;-229.86412421209937;637.7192536752957;0
Callisto;inclination_deg;53.058005231828176;139.38142732642083;86.32342209459266;-162.75055000465346;355.1899825629025;0
Callisto;mean_anomaly_deg;119.18836957750976;275.6908122328751;156.50244265536531;-272.0677370609035;666.9469188712883;0
Callisto;eccentric_anomaly_deg;121.45213442843756;272.99169917245524;151.5395647440177;-257.3967774316067;651.8406110324995;0
Callisto;true_anomaly_deg;123.68977423003668;270.28825413786564;146.59847990782896;-242.80642553953572;636.7844539074381;0
Callisto;r1_x_km;136971739.30871025;148833073.86527997;11861334.556569725;107318402.91728593;178486410.25670427;0
Callisto;r1_y_km;-58080880.21889202;10697481.050243516;68778361.26913553;-230026783.39173084;182643384.22308236;0
Callisto;r1_z_km;-25151454.678812444;4660287.87851611;29811742.557328552;-99680811.07213382;79189644.27183749;0
Callisto;v1_x_km_s;-2.961721000386741;11.84076480623587;14.80248580662261;-39.967935516943264;48.84697932279239;0
Callisto;v1_y_km_s;24.78841102980792;27.135463438441317;2.3470524086333953;18.920780008224433;33.003094460024805;0
Callisto;v1_z_km_s;10.74572955166323;11.762579127085868;1.016849575422638;8.203605613106635;14.304703065642464;0
Callisto;v1_magnitude_km_s;29.49813106243827;29.72311280845385;0.22498174601557963;28.93567669739932;30.285567173492797;0
Callisto;r2_x_km;-810922456.0943334;-799405017.2792792;11517438.815054178;-839716053.1319689;-770611420.2416438;0
Callisto;r2_y_km;43054910.66528038;132860028.49934816;89805117.83406779;-181457883.91988912;357372823.08451766;0
Callisto;r2_z_km;17590072.879540212;18062826.035206936;472753.15566672385;16408189.990373403;19244708.924373746;7
Callisto;v2_x_km_s;-6.796398613261919;-0.3959570084876125;6.400441604774307;-22.797502625197687;15.605147003448153;0
Callisto;v2_y_km_s;-5.14959126088836;-4.29215581828288;0.85743544260548;-7.29317986740206;-2.14856721176918;0
Callisto;v2_z_km_s;0.2467200032831556;0.3364627989803219;0.08974279569716628;0.02236301404023991;0.5608197882232375;0
Callisto;v2_magnitude_km_s;4.357924842046967;9.32844917597984;4.970524333932873;-8.068385992785213;21.75476001081202;0
Callisto;r1_with_gravity_corrected_x_km;136971739.30871555;148833073.86528584;11861334.556570292;107318402.91728982;178486410.25671157;0
Callisto;r1_with_gravity_corrected_y_km;-58080880.21889423;10697481.050243966;68778361.26913819;-230026783.39173973;182643384.22308946;0
Callisto;r1_with_gravity_corrected_z_km;-25151454.678813413;4660287.87851631;29811742.55732972;-99680811.07213771;79189644.27184062;0
Callisto;r1_total_corrected_x_km;136971739.30871555;148833073.86528584;11861334.556570292;107318402.91728982;178486410.25671157;0
Callisto;r1_total_corrected_y_km;-58080880.21889423;10697481.050243966;68778361.26913819;-230026783.39173973;182643384.22308946;0
Callisto;r1_total_corrected_z_km;-25151454.678813413;4660287.87851631;29811742.55732972;-99680811.07213771;79189644.27184062;0
Callisto;v1_transfer_x_km_s;-1.830068900706818;9.8214854652486;11.651554365955418;-30.958954815595362;38.95037138013714;0
Callisto;v1_transfer_y_km_s;32.70865073414165;37.348708729486766;4.640057995345117;21.108505745778857;48.94885371784956;0
Callisto;v1_transfer_z_km_s;10.347493266391291;15.92392974467836;5.576436478287068;-3.5935979293263784;29.86502094039603;0
Callisto;r2_total_corrected_x_km;-810922456.0943016;-799405017.2792482;11517438.815053344;-839716053.1319349;-770611420.2416148;0
Callisto;r2_total_corrected_y_km;43054910.66529745;132860028.49934444;89805117.83404699;-181457883.91982;357372823.0844619;0
Callisto;r2_total_corrected_z_km;17590072.879541006;18062826.0352079;472753.1556668952;16408189.990373768;19244708.92437514;7
Callisto;v2_transfer_x_km_s;-5.139907669258015;-1.5374861833505744;3.602421485907441;-14.145961384026618;7.468567531418029;0
Callisto;v2_transfer_y_km_s;-6.5987737008686125;-6.039644803126449;0.5591288977421636;-7.996595945224021;-4.6418225587710396;7
Callisto;v2_transfer_z_km_s;-2.9669785282054457;-1.8638789183411089;1.1030996098643369;-5.7247275528662875;0.8938701063197334;0
Callisto;delta_r1_with_gravity_x_km;5.27501106262207e-06;5.8710575103759766e-06;5.960464477539062e-07;3.7848949432373047e-06;7.361173629760742e-06;0
Callisto;delta_r1_with_gravity_y_km;-2.205371856689453e-06;4.507601261138916e-07;2.6561319828033447e-06;-8.845701813697815e-06;7.091090083122253e-06;0
