planet;column;Q1;Q3;IQR;lower_bound;upper_bound;outliers_count
Pluto;ay_J3_km_s2;-1.4847212226378469e-33;-1.2549858021453217e-35;1.4721713646163937e-33;-3.6929782695624375e-33;2.1957071889031374e-33;9
Pluto;az_J3_km_s2;-2.6300806449739514e-39;8.259378185202277e-40;3.456018463494179e-39;-7.81410834021522e-39;6.009965513761496e-39;0
Pluto;a_J3_magnitude_km_s2;2.3149987141709875e-34;8.158843786694577e-33;7.927343915277478e-33;-1.1659516001499117e-32;2.0049859659610792e-32;9
Pluto;ax_J4_km_s2;1.4605947001987266e-23;1.687669451812733e-21;1.6730635048107457e-21;-2.4949893102141317e-21;4.197264709028852e-21;9
Pluto;ay_J4_km_s2;-7.895974247978763e-25;3.1232147102207072e-22;3.131110684468686e-22;-4.704562000951008e-22;7.819880736923736e-22;6
Pluto;az_J4_km_s2;-3.451809254583421e-25;1.350559921278484e-22;1.3540117305330676e-22;-2.034469405054185e-22;3.3815775170780854e-22;6
Pluto;a_J4_magnitude_km_s2;1.463156477283917e-23;1.7216351543388644e-21;1.7070035895660253e-21;-2.545873819576199e-21;4.282140538687902e-21;9
Pluto;Sun_effect_start_km_s2;5.937644266241662e-06;5.990362344291541e-06;5.271807804987931e-08;5.858567149166843e-06;6.06943946136636e-06;0
Pluto;Mercury_effect_start_km_s2;1.467912516545886e-10;1.8077088328433926e-10;3.3979631629750665e-11;9.58218042099626e-11;2.3174033072896526e-10;0
Pluto;Venus_effect_start_km_s2;2.733131781324529e-09;3.084130508569593e-08;2.81081733043714e-08;-3.942912817523258e-08;7.300356504225304e-08;0
Pluto;Earth_effect_start_km_s2;1.4975775141442577e-12;1.900217313250946e-12;4.0263979910668843e-13;8.93617815484225e-13;2.5041770119109786e-12;0
Pluto;Mars_effect_start_km_s2;3.374548367268587e-11;3.7862247189266935e-10;3.4487698821998346e-10;-4.835699986572893e-10;8.959379542226446e-10;0
Pluto;Moon_effect_start_km_s2;1.9077012259790738e-10;2.0626187332464302e-10;1.5491750726735636e-11;1.6753249650780394e-10;2.2949949941474648e-10;0
Pluto;Jupiter_effect_start_km_s2;1.5089665958057766e-11;1.5223662101488765e-11;1.3399614343099872e-13;1.4888671742911266e-11;1.542465631663526e-11;0
Pluto;Saturn_effect_start_km_s2;6.320170491899553e-13;6.433503086408857e-13;1.1333259450930451e-14;6.150171600135596e-13;6.603501978172814e-13;0
Pluto;Uranus_effect_start_km_s2;3.2022516482947205e-13;3.2058769391033857e-13;3.62529080866526e-16;3.1968137120817226e-13;3.2113148753163836e-13;9
Pluto;Neptune_effect_start_km_s2;3.405655388680696e-17;3.443925933918758e-17;3.8270545238061782e-19;3.3482495708236034e-17;3.5013317517758505e-17;0
Pluto;Pluto_effect_start_km_s2;-5.978022530690295e-06;-5.82468562033231e-06;1.5333691035798506e-07;-6.2080278962272726e-06;-5.594680254795332e-06;6
Pluto;Sun_x_effect_start_km_s2;-1.7903727209450715e-10;-1.3568970602547168e-10;4.3347566069035474e-11;-2.4405862119806037e-10;-7.066835692191847e-11;0
Pluto;Mercury_x_effect_start_km_s2;-4.8140840493530755e-11;4.779918654201637e-13;4.861883235895092e-11;-1.2106908903195713e-10;7.340624040384654e-11;0
Pluto;Venus_x_effect_start_km_s2;5.949095686708839e-13;6.188901699701519e-13;2.3980601299268005e-14;5.589386667219818e-13;6.548610719190538e-13;0
Pluto;Earth_x_effect_start_km_s2;-7.0115938706714e-13;3.759213694866937e-11;3.829329633573651e-11;-5.8141103890671903e-11;9.503208145227413e-11;0
Pluto;Mars_x_effect_start_km_s2;-5.837275105963368e-11;-4.748177429268949e-11;1.0890976766944191e-11;-7.470921621004996e-11;-3.11453091422732e-11;0
Pluto;Moon_x_effect_start_km_s2;-1.5136563688436576e-11;-1.494552694631091e-11;1.910367421256676e-13;-1.5423118801625078e-11;-1.4658971833122407e-11;0
Pluto;Jupiter_x_effect_start_km_s2;-3.8001141838187133e-13;-3.68072154889197e-13;1.1939263492674317e-14;-3.979203136208828e-13;-3.5016325965018554e-13;0
Pluto;Saturn_x_effect_start_km_s2;-3.205216316619808e-13;-3.201070073598318e-13;4.146243021489948e-16;-3.211435681152043e-13;-3.194850709066083e-13;6
Pluto;Uranus_x_effect_start_km_s2;-1.882069727252778e-17;-1.848059646776679e-17;3.401008047609917e-19;-1.9330848479669268e-17;-1.79704452606253e-17;0
Pluto;Neptune_x_effect_start_km_s2;-1.0528428193742006e-06;3.570165077465749e-07;1.4098593271207755e-06;-3.1676318100553637e-06;2.471805498427738e-06;0
Pluto;Pluto_x_effect_start_km_s2;-2.188209300389816e-11;1.4329045742426332e-11;3.621113874632449e-11;-7.61988011233849e-11;6.864575386191306e-11;0
Pluto;Sun_y_effect_start_km_s2;-6.3429129557916305e-09;5.53691585907487e-10;6.896604541699118e-09;-1.6687819768340306e-08;1.0898598398456163e-08;0
Pluto;Mercury_y_effect_start_km_s2;-1.7957110574184294e-12;-1.3631606027538949e-12;4.3255045466453455e-13;-2.4445367394152314e-12;-7.14334920757093e-13;0
Pluto;Venus_y_effect_start_km_s2;-5.914732474951209e-11;6.112290682889489e-12;6.525961543240158e-11;-1.5703674789811448e-10;1.0400171383149185e-10;0
Pluto;Earth_y_effect_start_km_s2;-1.978174956105678e-10;-1.8475814303173438e-10;1.305935257883343e-11;-2.1740652447881796e-10;-1.6516911416348424e-10;0
Pluto;Mars_y_effect_start_km_s2;1.576042553884972e-12;2.0097699263552003e-12;4.3372737247022835e-13;9.254514951796295e-13;2.660360985060543e-12;0
Pluto;Moon_y_effect_start_km_s2;-5.191145740784885e-13;-5.137784290262066e-13;5.336145052281926e-15;-5.271187916569113e-13;-5.057742114477836e-13;7
Pluto;Jupiter_y_effect_start_km_s2;1.7922385064341207e-15;4.732411037816191e-15;2.9401725313820706e-15;-2.6180202906389855e-15;9.142669834889297e-15;0
Pluto;Saturn_y_effect_start_km_s2;2.853296977855579e-17;2.8772663088090133e-17;2.3969330953434123e-19;2.817342981425428e-17;2.913220305239164e-17;0
Pluto;Uranus_y_effect_start_km_s2;-4.696314381299539e-07;1.414916142701804e-07;6.111230524001343e-07;-1.3863160167301554e-06;1.0581761928703817e-06;0
